status	portal	country	company	title	location	posted	source	url
new	LinkedIn	Argentina	Azumo	Cloud Devops Engineer - Latin America - Remote	Chajarí, Entre Ríos Province, Argentina	2026-05-28	DevOps	https://ar.linkedin.com/jobs/view/cloud-devops-engineer-latin-america-remote-at-azumo-4420464917
new	LinkedIn	Argentina	Azumo	Cloud DevOps Engineer - Latin America - Remote	Greater Buenos Aires	2026-02-26	DevOps	https://ar.linkedin.com/jobs/view/cloud-devops-engineer-latin-america-remote-at-azumo-4389023920
new	LinkedIn	Argentina	Azumo	Cloud DevOps Engineer - Latin America - Remote	Argentina	2026-02-26	Cloud Engineer	https://ar.linkedin.com/jobs/view/cloud-devops-engineer-latin-america-remote-at-azumo-4389024843
new	LinkedIn	Uruguay	Azumo	Project Manager - Latin America - Remote	Uruguay	2026-01-08	IT Manager	https://uy.linkedin.com/jobs/view/project-manager-latin-america-remote-at-azumo-4368325217
new	LinkedIn	Argentina	Backblaze	Sr. AI Security Engineer	Argentina	2026-06-09	Security Engineer	https://ar.linkedin.com/jobs/view/sr-ai-security-engineer-at-backblaze-4422221426
new	LinkedIn	Chile	BairesDev	AI Platform Engineer - Remote Work | REF#294683	Chile	2026-06-09	Platform Engineer	https://cl.linkedin.com/jobs/view/ai-platform-engineer-remote-work-ref%23294683-at-bairesdev-4426552504
new	LinkedIn	Chile	BairesDev	AI Platform Engineer - Remote Work | REF#294690	Santiago Metropolitan Region, Chile	2026-06-09	Platform Engineer	https://cl.linkedin.com/jobs/view/ai-platform-engineer-remote-work-ref%23294690-at-bairesdev-4426550532
new	LinkedIn	Chile	BairesDev	AI Platform Engineer - Remote Work | REF#294692	Valparaiso Region, Chile	2026-06-09	Platform Engineer	https://cl.linkedin.com/jobs/view/ai-platform-engineer-remote-work-ref%23294692-at-bairesdev-4426550536
new	LinkedIn	Chile	BairesDev	AWS Cloud Engineer - Remote Work | REF#290834	Chile	2026-06-09	Cloud Engineer	https://cl.linkedin.com/jobs/view/aws-cloud-engineer-remote-work-ref%23290834-at-bairesdev-4420465496
new	LinkedIn	Chile	BairesDev	AWS Cloud Engineer - Remote Work | REF#290840	Santiago Metropolitan Region, Chile	2026-06-09	Cloud Engineer	https://cl.linkedin.com/jobs/view/aws-cloud-engineer-remote-work-ref%23290840-at-bairesdev-4420468225
new	LinkedIn	Chile	BairesDev	AWS Cloud Engineer - Remote Work | REF#294533	Valparaiso Region, Chile	2026-06-09	Cloud Engineer	https://cl.linkedin.com/jobs/view/aws-cloud-engineer-remote-work-ref%23294533-at-bairesdev-4426551489
new	LinkedIn	Chile	BairesDev	AWS Cloud Engineer (Senior) - Remote Work | REF#294517	Chile	2026-06-09	AWS Cloud Engineer	https://cl.linkedin.com/jobs/view/aws-cloud-engineer-senior-remote-work-ref%23294517-at-bairesdev-4426560380
new	LinkedIn	Chile	BairesDev	AWS Cloud Engineer (Senior) - Remote Work | REF#294521	Santiago Metropolitan Region, Chile	2026-06-09	Cloud Engineer	https://cl.linkedin.com/jobs/view/aws-cloud-engineer-senior-remote-work-ref%23294521-at-bairesdev-4426544576
new	LinkedIn	Chile	BairesDev	Cyber Security Engineer - Remote Work | REF#290763	Chile	2026-06-09	Security Engineer	https://cl.linkedin.com/jobs/view/cyber-security-engineer-remote-work-ref%23290763-at-bairesdev-4423240259
new	LinkedIn	Chile	BairesDev	Cyber Security Engineer - Remote Work | REF#290770	Valparaiso Region, Chile	2026-06-09	Security Engineer	https://cl.linkedin.com/jobs/view/cyber-security-engineer-remote-work-ref%23290770-at-bairesdev-4423222457
new	LinkedIn	Chile	BairesDev	Data Platform Engineer - Remote Work | REF#247509	Santiago, Santiago Metropolitan Region, Chile	2025-06-26	Platform Engineer	https://cl.linkedin.com/jobs/view/data-platform-engineer-remote-work-ref%23247509-at-bairesdev-4258061483
new	LinkedIn	Chile	BairesDev	IFS Cloud Engineer - Remote Work | REF#290878	Santiago Metropolitan Region, Chile	2026-06-09	Cloud Engineer	https://cl.linkedin.com/jobs/view/ifs-cloud-engineer-remote-work-ref%23290878-at-bairesdev-4420455817
new	LinkedIn	Chile	BairesDev	IFS Cloud Engineer - Remote Work | REF#294555	Chile	2026-06-09	Platform Engineer	https://cl.linkedin.com/jobs/view/ifs-cloud-engineer-remote-work-ref%23294555-at-bairesdev-4426548498
new	LinkedIn	Chile	BairesDev	Kubernetes Platform Engineer - Remote Work | REF#289462	Chile	2026-05-28	Site Reliability Engineer	https://cl.linkedin.com/jobs/view/kubernetes-platform-engineer-remote-work-ref%23289462-at-bairesdev-4419456180
new	LinkedIn	Uruguay	BairesDev	Project Manager - Remote Work	Uruguay	2026-06-09	IT Manager	https://uy.linkedin.com/jobs/view/project-manager-remote-work-at-bairesdev-4425831764
new	LinkedIn	Chile	BairesDev	Senior IFS Cloud Engineer - Remote Work | REF#290856	Chile	2026-06-09	Infrastructure Engineer	https://cl.linkedin.com/jobs/view/senior-ifs-cloud-engineer-remote-work-ref%23290856-at-bairesdev-4420448974
new	LinkedIn	Chile	BairesDev	Senior IFS Cloud Engineer - Remote Work | REF#290866	Valparaiso Region, Chile	2026-06-09	Infrastructure Engineer	https://cl.linkedin.com/jobs/view/senior-ifs-cloud-engineer-remote-work-ref%23290866-at-bairesdev-4423238303
new	LinkedIn	Chile	BairesDev	Senior Platform Engineer (DevOps / SRE) - Remote Work | REF#294589	Santiago Metropolitan Region, Chile	2026-06-09	AWS Cloud Engineer	https://cl.linkedin.com/jobs/view/senior-platform-engineer-devops-sre-remote-work-ref%23294589-at-bairesdev-4426560419
new	LinkedIn	Chile	BairesDev	Senior Product Owner - Remote Work | REF#284282	Santiago, Santiago Metropolitan Region, Chile	2025-06-26	Product Owner	https://cl.linkedin.com/jobs/view/senior-product-owner-remote-work-ref%23284282-at-bairesdev-4258067038
new	LinkedIn	Argentina	BairesDev	Senior Project Manager - Remote Work	Argentina	2026-06-09	Gerente de Sistemas	https://ar.linkedin.com/jobs/view/senior-project-manager-remote-work-at-bairesdev-4425848632
new	LinkedIn	Chile	BairesDev	Senior Project Manager - Remote Work	Santiago Metropolitan Region, Chile	2026-06-09	Gerente de Sistemas	https://cl.linkedin.com/jobs/view/senior-project-manager-remote-work-at-bairesdev-4425834760
new	LinkedIn	Bolivia	BairesDev	Senior Project Manager - Remote Work	Bolivia	2026-06-09	Gerente de Sistemas	https://bo.linkedin.com/jobs/view/senior-project-manager-remote-work-at-bairesdev-4425837744
new	LinkedIn	Uruguay	BairesDev	Senior Project Manager - Remote Work | REF#280357	Montevideo, Montevideo, Uruguay	2025-06-26	Gerente de Sistemas	https://uy.linkedin.com/jobs/view/senior-project-manager-remote-work-ref%23280357-at-bairesdev-4258059701
new	LinkedIn	Chile	BairesDev	Senior Project Manager - Remote Work | REF#284242	Santiago, Santiago Metropolitan Region, Chile	2025-06-26	Gerente de Sistemas	https://cl.linkedin.com/jobs/view/senior-project-manager-remote-work-ref%23284242-at-bairesdev-4258067031
new	LinkedIn	Chile	Banco de Chile	Analista de Sistemas Sr. - Desarrollo Aplicación Back Office	Santiago, Santiago Metropolitan Region, Chile	2026-05-30	Analista de Sistemas	https://cl.linkedin.com/jobs/view/analista-de-sistemas-sr-desarrollo-aplicaci%C3%B3n-back-office-at-banco-de-chile-4421374328
new	LinkedIn	Bolivia	Banco Unión S.A.	ON-160-2026 PRODUCT OWNER DE ANALÍTICA DE DATOS E IA	Totora, La Paz, Bolivia	2026-06-13	Analista Funcional	https://bo.linkedin.com/jobs/view/on-160-2026-product-owner-de-anal%C3%ADtica-de-datos-e-ia-at-banco-uni%C3%B3n-s-a-4428357754
new	LinkedIn	Bolivia	BancoSol	ESPECIALISTA EN DESARROLLO Y OPERACIÓN DE PLATAFORMAS DEVOPS TI	Totora, La Paz, Bolivia	2026-06-13	DevOps	https://bo.linkedin.com/jobs/view/especialista-en-desarrollo-y-operaci%C3%B3n-de-plataformas-devops-ti-at-bancosol-4428350754
new	LinkedIn	Uruguay	BC Tecnología	Product Owner App Mobile	Uruguay	2026-05-05	IT Manager	https://uy.linkedin.com/jobs/view/product-owner-app-mobile-at-bc-tecnolog%C3%ADa-4409704692
new	LinkedIn	Argentina	Blend	DevOps Engineer	Buenos Aires, Buenos Aires Province, Argentina	2026-05-26	Cloud Engineer	https://ar.linkedin.com/jobs/view/devops-engineer-at-blend-4418142969
new	LinkedIn	Uruguay	Bluelight	DevOps Engineer - Remote, Latin America	Montevideo, Montevideo, Uruguay	2026-05-27	DevOps	https://uy.linkedin.com/jobs/view/devops-engineer-remote-latin-america-at-bluelight-4428656791
new	LinkedIn	Uruguay	Bluelight	DevOps Engineer - Remote, Latin America	Punta del Este, Maldonado, Uruguay	2026-05-27	DevOps	https://uy.linkedin.com/jobs/view/devops-engineer-remote-latin-america-at-bluelight-4428652760
new	LinkedIn	Uruguay	Bluelight	DevOps Engineer - Remote, Latin America	Salto, Salto, Uruguay	2026-05-27	DevOps	https://uy.linkedin.com/jobs/view/devops-engineer-remote-latin-america-at-bluelight-4428655838
new	LinkedIn	Chile	Bluelight	DevOps Engineer - Remote, Latin America	Antofagasta, Antofagasta Region, Chile	2026-05-27	DevOps	https://cl.linkedin.com/jobs/view/devops-engineer-remote-latin-america-at-bluelight-4428642919
new	LinkedIn	Chile	Bluelight	DevOps Engineer - Remote, Latin America	Concepcion, Biobío Region, Chile	2026-05-27	DevOps	https://cl.linkedin.com/jobs/view/devops-engineer-remote-latin-america-at-bluelight-4428640919
new	LinkedIn	Chile	Bluelight	DevOps Engineer - Remote, Latin America	Santiago, Santiago Metropolitan Region, Chile	2026-05-27	DevOps	https://cl.linkedin.com/jobs/view/devops-engineer-remote-latin-america-at-bluelight-4428659731
new	LinkedIn	Chile	Bluelight	DevOps Engineer - Remote, Latin America	Valparaíso, Valparaiso Region, Chile	2026-05-27	Cloud Engineer	https://cl.linkedin.com/jobs/view/devops-engineer-remote-latin-america-at-bluelight-4428643903
new	LinkedIn	Bolivia	Bluelight	DevOps Engineer - Remote, Latin America	Santa Cruz, Bolivia	2026-05-27	DevOps	https://bo.linkedin.com/jobs/view/devops-engineer-remote-latin-america-at-bluelight-4428645826
new	LinkedIn	Bolivia	Bluelight	DevOps Engineer - Remote, Latin America	Totora, La Paz, Bolivia	2026-05-27	DevOps	https://bo.linkedin.com/jobs/view/devops-engineer-remote-latin-america-at-bluelight-4428652734
new	LinkedIn	Bolivia	Bluelight	DevOps Engineer - Remote, Latin America	Sucre, Chuquisaca, Bolivia	2026-05-27	DevOps	https://bo.linkedin.com/jobs/view/devops-engineer-remote-latin-america-at-bluelight-4428659720
new	LinkedIn	Bolivia	Bluelight	DevOps Engineer - Remote, Latin America	Santa Cruz de la Sierra, Santa Cruz, Bolivia	2026-05-27	Cloud Engineer	https://bo.linkedin.com/jobs/view/devops-engineer-remote-latin-america-at-bluelight-4428647839
new	LinkedIn	Bolivia	Bluelight	DevOps Engineer - Remote, Latin America	Santa Cruz, Bolivia	2026-05-27	Cloud Engineer	https://bo.linkedin.com/jobs/view/devops-engineer-remote-latin-america-at-bluelight-4428640909
new	LinkedIn	Bolivia	Bluelight	DevOps Engineer - Remote, Latin America	Cochabamba, Cochabamba, Bolivia	2026-05-27	Cloud Engineer	https://bo.linkedin.com/jobs/view/devops-engineer-remote-latin-america-at-bluelight-4428644886
new	LinkedIn	Chile	Canals	Security Engineer	Santiago, Santiago Metropolitan Region, Chile	2026-02-09	Platform Engineer	https://cl.linkedin.com/jobs/view/security-engineer-at-canals-4370848050
new	LinkedIn	Uruguay	Canonical	Software Engineer - Cloud Images	Montevideo, Montevideo, Uruguay	2026-04-03	Cloud Engineer	https://uy.linkedin.com/jobs/view/software-engineer-cloud-images-at-canonical-4397519599
new	LinkedIn	Chile	Canonical	Software Engineer - Cloud Images	Santiago, Santiago Metropolitan Region, Chile	2026-04-02	Platform Engineer	https://cl.linkedin.com/jobs/view/software-engineer-cloud-images-at-canonical-4395240680
new	LinkedIn	Argentina	Caylent	Project Manager	Argentina	2026-06-12	Project Manager IT	https://ar.linkedin.com/jobs/view/project-manager-at-caylent-4426982553
new	LinkedIn	Argentina	Caylent	Senior Project Manager	Argentina	2026-06-11	IT Manager	https://ar.linkedin.com/jobs/view/senior-project-manager-at-caylent-4416333268
new	LinkedIn	Chile	Cencosud S.A.	Product Owner	Santiago, Santiago Metropolitan Region, Chile	2026-06-11	Product Owner	https://cl.linkedin.com/jobs/view/product-owner-at-cencosud-s-a-4424817341
new	LinkedIn	Argentina	Centro de e-Learning UTN FRBA	Cloud Platform Engineer (AWS / DevOps)	Buenos Aires, Buenos Aires Province, Argentina	2026-04-07	Site Reliability Engineer	https://ar.linkedin.com/jobs/view/cloud-platform-engineer-aws-devops-at-centro-de-e-learning-utn-frba-4398290268
new	LinkedIn	Chile	ChainGPT	Security Architect - Americas	Chile	2026-02-19	Security Engineer	https://cl.linkedin.com/jobs/view/security-architect-americas-at-chaingpt-4386332232
new	LinkedIn	Argentina	Ciklum	Backstage Platform Developer	Argentina	2026-06-03	Platform Engineer	https://ar.linkedin.com/jobs/view/backstage-platform-developer-at-ciklum-4422902134
new	LinkedIn	Chile	Claro Chile S.A.	Ingeniero de infraestructura de TI	Huechuraba, Santiago Metropolitan Region, Chile	2026-05-19	Jefe de Infraestructura	https://cl.linkedin.com/jobs/view/ingeniero-de-infraestructura-de-ti-at-claro-chile-s-a-4416924412
new	LinkedIn	Chile	CommandLink	Project Manager, Service Delivery	Chile	2026-05-27	IT Manager	https://cl.linkedin.com/jobs/view/project-manager-service-delivery-at-commandlink-4419821230
new	LinkedIn	Chile	COPEC S.A.	Product Owner Gestión y Proyectos - Filial Blue Express	Pudahuel, Santiago Metropolitan Region, Chile	2026-06-12	Product Owner	https://cl.linkedin.com/jobs/view/product-owner-gesti%C3%B3n-y-proyectos-filial-blue-express-at-copec-s-a-4425327167
new	LinkedIn	Argentina	DaCodes.	Principal AI Security Engineer - LATAM & Mexico - English Required	Argentina	2026-06-09	Cloud Engineer	https://ar.linkedin.com/jobs/view/principal-ai-security-engineer-latam-mexico-english-required-at-dacodes-4426502174
new	LinkedIn	Uruguay	DaCodes.	Principal AI Security Engineer - LATAM & Mexico - English Required	Uruguay	2026-06-09	Cloud Engineer	https://uy.linkedin.com/jobs/view/principal-ai-security-engineer-latam-mexico-english-required-at-dacodes-4426387715
new	LinkedIn	Chile	DaCodes.	Principal AI Security Engineer - LATAM & Mexico - English Required	Chile	2026-06-09	Cloud Engineer	https://cl.linkedin.com/jobs/view/principal-ai-security-engineer-latam-mexico-english-required-at-dacodes-4426390484
new	LinkedIn	Argentina	Darwoft	993 - Senior Product Manager (Conversational Support Platforms) · Remote · LATAM	Cordoba, Córdoba, Argentina	2026-05-23	IT Manager	https://ar.linkedin.com/jobs/view/993-senior-product-manager-conversational-support-platforms-%C2%B7-remote-%C2%B7-latam-at-darwoft-4417526804
new	LinkedIn	Argentina	Deel	DevOps Engineer	Argentina	2026-06-05	DevOps	https://ar.linkedin.com/jobs/view/devops-engineer-at-deel-4421156697
new	LinkedIn	Chile	Dev.Pro	Intermediate Site Reliability Engineer - OP02079	Santiago, Santiago Metropolitan Region, Chile	2026-04-01	Site Reliability Engineer	https://cl.linkedin.com/jobs/view/intermediate-site-reliability-engineer-op02079-at-dev-pro-4394670119
new	LinkedIn	Argentina	Devsu	DevOps Engineer (GCP & Kubernetes)	Argentina	2026-06-01	DevOps	https://ar.linkedin.com/jobs/view/devops-engineer-gcp-kubernetes-at-devsu-4418790946
new	LinkedIn	Chile	DFV Ingeniería y Gestión	Encargado(a) de Infraestructura y Equipamiento – Los Andes	Los Andes, Valparaiso Region, Chile	2026-04-21	Jefe de Infraestructura	https://cl.linkedin.com/jobs/view/encargado-a-de-infraestructura-y-equipamiento-%E2%80%93-los-andes-at-dfv-ingenier%C3%ADa-y-gesti%C3%B3n-4404883035
new	LinkedIn	Chile	Dumas	Lider Devops	Chile	2026-06-09	DevOps	https://cl.linkedin.com/jobs/view/lider-devops-at-dumas-4422750443
new	LinkedIn	Chile	DXC Technology	Site Reliability Engineer (SRE) – Automation	Santiago, Santiago Metropolitan Region, Chile	2026-06-11	Site Reliability Engineer	https://cl.linkedin.com/jobs/view/site-reliability-engineer-sre-%E2%80%93-automation-at-dxc-technology-4426666330
new	LinkedIn	Chile	Dynamic Devs	AWS Engineer	Chile	2026-06-03	Site Reliability Engineer	https://cl.linkedin.com/jobs/view/aws-engineer-at-dynamic-devs-4424269013
new	LinkedIn	Argentina	EDETEK Inc.	Senior Clinical Project Manager	Argentina	2026-04-09	Technical Project Manager	https://ar.linkedin.com/jobs/view/senior-clinical-project-manager-at-edetek-inc-4400522028
new	LinkedIn	Chile	ENG	Electrical BIM Project Manager	Chile	2026-05-29	Technical Project Manager	https://cl.linkedin.com/jobs/view/electrical-bim-project-manager-at-eng-4421227656
new	LinkedIn	Argentina	Enumerate	Senior Site Reliability Engineer	Buenos Aires, Buenos Aires Province, Argentina	2026-06-09	Site Reliability Engineer	https://ar.linkedin.com/jobs/view/senior-site-reliability-engineer-at-enumerate-4422733072
new	LinkedIn	Argentina	EPAM Systems	Chief Cloud Engineer	Argentina	2026-05-20	AWS Cloud Engineer	https://ar.linkedin.com/jobs/view/chief-cloud-engineer-at-epam-systems-4413608717
new	LinkedIn	Argentina	EPAM Systems	Cloud Architect	Argentina	2026-06-08	AWS Cloud Engineer	https://ar.linkedin.com/jobs/view/cloud-architect-at-epam-systems-4421937179
new	LinkedIn	Chile	EPAM Systems	Cloud Architect	Chile	2026-06-08	AWS Cloud Engineer	https://cl.linkedin.com/jobs/view/cloud-architect-at-epam-systems-4421930234
new	LinkedIn	Chile	EPAM Systems	Cloud Architect	Chile	2026-06-08	AWS Cloud Engineer	https://cl.linkedin.com/jobs/view/cloud-architect-at-epam-systems-4421923332
new	LinkedIn	Argentina	EPAM Systems	DevOps Engineer	Argentina	2026-06-15	DevOps	https://ar.linkedin.com/jobs/view/devops-engineer-at-epam-systems-4426403118
new	LinkedIn	Chile	EPAM Systems	DevOps Engineer	Chile	2026-06-04	DevOps	https://cl.linkedin.com/jobs/view/devops-engineer-at-epam-systems-4410399445
new	LinkedIn	Argentina	EPAM Systems	Lead Cloud Engineer	Argentina	2026-05-20	AWS Cloud Engineer	https://ar.linkedin.com/jobs/view/lead-cloud-engineer-at-epam-systems-4413616593
new	LinkedIn	Argentina	EPAM Systems	Lead DevOps Engineer (AWS)	Argentina	2026-05-20	AWS Cloud Engineer	https://ar.linkedin.com/jobs/view/lead-devops-engineer-aws-at-epam-systems-4417064812
new	LinkedIn	Chile	EPAM Systems	Lead DevOps Engineer (AWS)	Chile	2026-05-20	AWS Cloud Engineer	https://cl.linkedin.com/jobs/view/lead-devops-engineer-aws-at-epam-systems-4417074003
new	LinkedIn	Argentina	EPAM Systems	Lead Security Engineer	Argentina	2026-06-11	Security Engineer	https://ar.linkedin.com/jobs/view/lead-security-engineer-at-epam-systems-4406088190
new	LinkedIn	Chile	EPAM Systems	Lead Site Reliability Engineer	Chile	2026-05-20	Site Reliability Engineer	https://cl.linkedin.com/jobs/view/lead-site-reliability-engineer-at-epam-systems-4413617274
new	LinkedIn	Chile	EPAM Systems	Senior DevOps Engineer	Chile	2026-06-04	DevOps	https://cl.linkedin.com/jobs/view/senior-devops-engineer-at-epam-systems-4410615372
new	LinkedIn	Argentina	EPAM Systems	Senior DevOps Engineer (AWS)	Argentina	2026-05-20	AWS Cloud Engineer	https://ar.linkedin.com/jobs/view/senior-devops-engineer-aws-at-epam-systems-4417084433
new	LinkedIn	Argentina	EPAM Systems	Senior DevOps Engineer (AWS)	Argentina	2026-05-26	AWS Cloud Engineer	https://ar.linkedin.com/jobs/view/senior-devops-engineer-aws-at-epam-systems-4408176434
new	LinkedIn	Chile	EPAM Systems	Senior DevOps Engineer (AWS)	Chile	2026-05-20	AWS Cloud Engineer	https://cl.linkedin.com/jobs/view/senior-devops-engineer-aws-at-epam-systems-4417089330
new	LinkedIn	Argentina	EPAM Systems	Senior Security Engineer	Argentina	2026-06-12	Security Engineer	https://ar.linkedin.com/jobs/view/senior-security-engineer-at-epam-systems-4406076968
new	LinkedIn	Chile	EPAM Systems	Senior Site Reliability Engineer	Chile	2026-05-20	Site Reliability Engineer	https://cl.linkedin.com/jobs/view/senior-site-reliability-engineer-at-epam-systems-4413615344
new	LinkedIn	Chile	Esmax	Analista de Infraestructura	Las Condes, Santiago Metropolitan Region, Chile	2026-05-19	Analista de Sistemas	https://cl.linkedin.com/jobs/view/analista-de-infraestructura-at-esmax-4412865058
new	LinkedIn	Chile	Etleap	DevOps Engineer Latin America (remote)	Chile	2024-03-13	DevOps	https://cl.linkedin.com/jobs/view/devops-engineer-latin-america-remote-at-etleap-3853938644
new	LinkedIn	Bolivia	Etleap	DevOps Engineer Latin America (remote)	Bolivia	2024-03-13	DevOps	https://bo.linkedin.com/jobs/view/devops-engineer-latin-america-remote-at-etleap-3853938646
new	LinkedIn	Uruguay	Experis Argentina	Site Reliability Engineer (SRE) para relocalizarse en Montevideo, Uruguay	Montevideo, Uruguay	2026-06-05	Cloud Engineer	https://uy.linkedin.com/jobs/view/site-reliability-engineer-sre-para-relocalizarse-en-montevideo-uruguay-at-experis-argentina-4424719412
new	LinkedIn	Chile	Exprochile	Jefe de Ingeniería, Infraestructura, y Preventa TI	Santiago, Santiago Metropolitan Region, Chile	2026-03-06	Jefe de Infraestructura	https://cl.linkedin.com/jobs/view/jefe-de-ingenier%C3%ADa-infraestructura-y-preventa-ti-at-exprochile-4382170153
new	LinkedIn	Chile	FactorIT	SRE (Site Reliability Engineer)	Santiago, Santiago Metropolitan Region, Chile	2026-04-15	Site Reliability Engineer	https://cl.linkedin.com/jobs/view/sre-site-reliability-engineer-at-factorit-4401163926
new	LinkedIn	Bolivia	Farmacorp	JEFE DE REDES Y SEGURIDAD	Santa Cruz de la Sierra, Santa Cruz, Bolivia	2026-05-19	Security Engineer	https://bo.linkedin.com/jobs/view/jefe-de-redes-y-seguridad-at-farmacorp-4416658739
new	LinkedIn	Argentina	Fluent Trade Technologies	Senior Project Manager	Buenos Aires, Buenos Aires Province, Argentina	2026-06-01	Project Manager IT	https://ar.linkedin.com/jobs/view/senior-project-manager-at-fluent-trade-technologies-4421804458
new	LinkedIn	Chile	Forest	Site Reliability Engineer (SRE)	Santiago, Santiago Metropolitan Region, Chile	2026-05-29	Site Reliability Engineer	https://cl.linkedin.com/jobs/view/site-reliability-engineer-sre-at-forest-4422012324
new	LinkedIn	Chile	Freedx	Senior DevOps Engineer	Chile	2026-06-03	DevOps	https://cl.linkedin.com/jobs/view/senior-devops-engineer-at-freedx-4423031897
new	LinkedIn	Uruguay	FullStack	Agentic AWS DevOps Engineer - Remote - Latin America	Uruguay	2026-06-09	DevOps	https://uy.linkedin.com/jobs/view/agentic-aws-devops-engineer-remote-latin-america-at-fullstack-4407588762
new	LinkedIn	Uruguay	FullStack	Agentic AWS DevOps Engineer - Remote - Latin America	Montevideo, Montevideo, Uruguay	2026-06-09	DevOps	https://uy.linkedin.com/jobs/view/agentic-aws-devops-engineer-remote-latin-america-at-fullstack-4407589801
new	LinkedIn	Uruguay	FullStack	Agentic AWS DevOps Engineer - Remote - Latin America	Las Piedras, Canelones, Uruguay	2026-06-09	DevOps	https://uy.linkedin.com/jobs/view/agentic-aws-devops-engineer-remote-latin-america-at-fullstack-4407576834
new	LinkedIn	Uruguay	FullStack	Agentic AWS DevOps Engineer - Remote - Latin America	Ciudad de la Costa, Canelones, Uruguay	2026-06-09	DevOps	https://uy.linkedin.com/jobs/view/agentic-aws-devops-engineer-remote-latin-america-at-fullstack-4407592717
new	LinkedIn	Uruguay	FullStack	Agentic AWS DevOps Engineer - Remote - Latin America	Paysandú, Paysandú, Uruguay	2026-06-10	DevOps	https://uy.linkedin.com/jobs/view/agentic-aws-devops-engineer-remote-latin-america-at-fullstack-4407581838
new	LinkedIn	Uruguay	FullStack	Agentic AWS DevOps Engineer - Remote - Latin America	Rivera, Rivera, Uruguay	2026-06-10	DevOps	https://uy.linkedin.com/jobs/view/agentic-aws-devops-engineer-remote-latin-america-at-fullstack-4407580794
new	LinkedIn	Uruguay	FullStack	Agentic AWS DevOps Engineer - Remote - Latin America	Salto, Salto, Uruguay	2026-06-09	DevOps	https://uy.linkedin.com/jobs/view/agentic-aws-devops-engineer-remote-latin-america-at-fullstack-4407576831
new	LinkedIn	Chile	FullStack	Agentic AWS DevOps Engineer - Remote - Latin America	Chile	2026-06-09	DevOps	https://cl.linkedin.com/jobs/view/agentic-aws-devops-engineer-remote-latin-america-at-fullstack-4407593447
new	LinkedIn	Chile	FullStack	Agentic AWS DevOps Engineer - Remote - Latin America	Valparaíso, Valparaiso Region, Chile	2026-06-09	Cloud Engineer	https://cl.linkedin.com/jobs/view/agentic-aws-devops-engineer-remote-latin-america-at-fullstack-4407587763
new	LinkedIn	Bolivia	FullStack	Agentic AWS DevOps Engineer - Remote - Latin America	El Alto, La Paz, Bolivia	2026-06-09	DevOps	https://bo.linkedin.com/jobs/view/agentic-aws-devops-engineer-remote-latin-america-at-fullstack-4407582800
new	LinkedIn	Bolivia	FullStack	Agentic AWS DevOps Engineer - Remote - Latin America	Totora, La Paz, Bolivia	2026-06-09	DevOps	https://bo.linkedin.com/jobs/view/agentic-aws-devops-engineer-remote-latin-america-at-fullstack-4407573906
new	LinkedIn	Bolivia	FullStack	Agentic AWS DevOps Engineer - Remote - Latin America	Santa Cruz de la Sierra, Santa Cruz, Bolivia	2026-06-10	DevOps	https://bo.linkedin.com/jobs/view/agentic-aws-devops-engineer-remote-latin-america-at-fullstack-4407575881
new	LinkedIn	Bolivia	FullStack	Agentic AWS DevOps Engineer - Remote - Latin America	Cochabamba, Cochabamba, Bolivia	2026-06-09	DevOps	https://bo.linkedin.com/jobs/view/agentic-aws-devops-engineer-remote-latin-america-at-fullstack-4407581836
new	LinkedIn	Bolivia	FullStack	Agentic AWS DevOps Engineer - Remote - Latin America	Sucre, Chuquisaca, Bolivia	2026-06-09	DevOps	https://bo.linkedin.com/jobs/view/agentic-aws-devops-engineer-remote-latin-america-at-fullstack-4407591741
new	LinkedIn	Bolivia	FullStack	Agentic AWS DevOps Engineer - Remote - Latin America	Tarija, Tarija, Bolivia	2026-06-09	DevOps	https://bo.linkedin.com/jobs/view/agentic-aws-devops-engineer-remote-latin-america-at-fullstack-4407574883
new	LinkedIn	Uruguay	FullStack	Agentic Azure DevOps Engineer - Remote - Latin America	Montevideo, Montevideo, Uruguay	2026-06-10	DevOps	https://uy.linkedin.com/jobs/view/agentic-azure-devops-engineer-remote-latin-america-at-fullstack-4407581834
new	LinkedIn	Uruguay	FullStack	Agentic Azure DevOps Engineer - Remote - Latin America	Uruguay	2026-06-10	DevOps	https://uy.linkedin.com/jobs/view/agentic-azure-devops-engineer-remote-latin-america-at-fullstack-4407587768
new	LinkedIn	Uruguay	FullStack	Agentic Azure DevOps Engineer - Remote - Latin America	Las Piedras, Canelones, Uruguay	2026-06-10	Cloud Engineer	https://uy.linkedin.com/jobs/view/agentic-azure-devops-engineer-remote-latin-america-at-fullstack-4407584791
new	LinkedIn	Uruguay	FullStack	Agentic Azure DevOps Engineer - Remote - Latin America	Ciudad de la Costa, Canelones, Uruguay	2026-06-09	AWS Cloud Engineer	https://uy.linkedin.com/jobs/view/agentic-azure-devops-engineer-remote-latin-america-at-fullstack-4407579810
new	LinkedIn	Uruguay	FullStack	Agentic Azure DevOps Engineer - Remote - Latin America	Paysandú, Paysandú, Uruguay	2026-06-09	AWS Cloud Engineer	https://uy.linkedin.com/jobs/view/agentic-azure-devops-engineer-remote-latin-america-at-fullstack-4407576833
