id	url	status	started_at	completed_at	report_num	score	error	retries
141	https://jobs.elastic.co/jobs?gh_jid=8001435&gh_jid=8001435	failed	2026-06-12T18:48:29Z	2026-06-12T18:48:31Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
142	https://careers.datadoghq.com/detail/7967871/?gh_jid=7967871	failed	2026-06-12T18:48:31Z	2026-06-12T18:48:33Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
143	https://careers.datadoghq.com/detail/7977644/?gh_jid=7977644	failed	2026-06-12T18:48:32Z	2026-06-12T18:48:34Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
144	https://careers.datadoghq.com/detail/7997198/?gh_jid=7997198	failed	2026-06-12T18:48:34Z	2026-06-12T18:48:36Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
145	https://careers.datadoghq.com/detail/8001760/?gh_jid=8001760	failed	2026-06-12T18:48:35Z	2026-06-12T18:48:37Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
146	https://job-boards.greenhouse.io/caylent/jobs/5985809004	failed	2026-06-12T18:48:37Z	2026-06-12T18:48:39Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
147	https://job-boards.greenhouse.io/caylent/jobs/5826045004	failed	2026-06-12T18:48:38Z	2026-06-12T18:48:40Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
148	https://job-boards.greenhouse.io/caylent/jobs/5571576004	failed	2026-06-12T18:48:40Z	2026-06-12T18:48:42Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
7	https://jobs.ashbyhq.com/workos/cff5a16f-fd1c-4b64-9b66-8a8321122375	failed	2026-06-12T18:42:38Z	2026-06-12T18:48:43Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
149	https://job-boards.greenhouse.io/stone/jobs/7766455003	failed	2026-06-12T18:48:41Z	2026-06-12T18:48:43Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
150	https://job-boards.greenhouse.io/stone/jobs/7764765003	failed	2026-06-12T18:48:43Z	2026-06-12T18:48:45Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
151	https://job-boards.greenhouse.io/clara/jobs/5136291007	failed	2026-06-12T18:48:44Z	2026-06-12T18:48:47Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
152	https://jobs.ashbyhq.com/belvo/daf0758c-5ca4-4255-9ef4-79e7a03249c0	failed	2026-06-12T18:48:44Z	2026-06-12T18:48:47Z		-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1
